Id,DateAware,DateSubmitted,DataBreachCause,DateStart,DateEnd,Name,CyberattackType,WashingtoniansAffected,IndustryType,BusinessType,InformationType,Year,WashingtoniansAffectedRange,BreachLifecycleRange
9743,9/13/2017 0:00,10/6/2017 0:00,Cyberattack,2017-05-27T00:00:00,2017-07-12T00:00:00,"Provo Craft & Novelty, Inc.",,773,Business,Manufacturing,Financial & Banking Information,2018,500-999,100-199
9743,9/13/2017 0:00,10/6/2017 0:00,Cyberattack,2017-05-27T00:00:00,2017-07-12T00:00:00,"Provo Craft & Novelty, Inc.",,773,Business,Manufacturing,Other,2018,500-999,100-199
9744,8/11/2017 0:00,10/6/2017 0:00,Cyberattack,2017-04-25T00:00:00,2017-08-29T00:00:00,Tommie Copper Inc.,Malware,695,Business,Clothing,Name,2018,500-999,100-199
9744,8/11/2017 0:00,10/6/2017 0:00,Cyberattack,2017-04-25T00:00:00,2017-08-29T00:00:00,Tommie Copper Inc.,Malware,695,Business,Clothing,Financial & Banking Information,2018,500-999,100-199
9745,10/5/2017 0:00,10/16/2017 0:00,Unauthorized Access,2017-10-01T00:00:00,2017-10-02T00:00:00,"Pizza Hut, LLC",,1896,Business,Hospitality,Name,2018,"1,000-9,999",Jan-99
9745,10/5/2017 0:00,10/16/2017 0:00,Unauthorized Access,2017-10-01T00:00:00,2017-10-02T00:00:00,"Pizza Hut, LLC",,1896,Business,Hospitality,Financial & Banking Information,2018,"1,000-9,999",Jan-99
9745,10/5/2017 0:00,10/16/2017 0:00,Unauthorized Access,2017-10-01T00:00:00,2017-10-02T00:00:00,"Pizza Hut, LLC",,1896,Business,Hospitality,Other,2018,"1,000-9,999",Jan-99
9746,9/23/2017 0:00,10/20/2017 0:00,Cyberattack,2017-03-10T00:00:00,2017-09-28T00:00:00,"Whole Foods Market Services, Inc.",Malware,,Business,Retail,Name,2018,Unknown,200-299
9746,9/23/2017 0:00,10/20/2017 0:00,Cyberattack,2017-03-10T00:00:00,2017-09-28T00:00:00,"Whole Foods Market Services, Inc.",Malware,,Business,Retail,Financial & Banking Information,2018,Unknown,200-299
9747,9/27/2017 0:00,10/30/2017 0:00,Unauthorized Access,2017-09-27T00:00:00,2017-09-27T00:00:00,HumanGood,,642,Non-Profit/Charity,,Name,2018,500-999,0
9747,9/27/2017 0:00,10/30/2017 0:00,Unauthorized Access,2017-09-27T00:00:00,2017-09-27T00:00:00,HumanGood,,642,Non-Profit/Charity,,Medical Information,2018,500-999,0
9747,9/27/2017 0:00,10/30/2017 0:00,Unauthorized Access,2017-09-27T00:00:00,2017-09-27T00:00:00,HumanGood,,642,Non-Profit/Charity,,Other,2018,500-999,0
9748,9/7/2017 0:00,11/3/2017 0:00,Cyberattack,2017-09-07T00:00:00,2017-09-07T00:00:00,"Tween Brands, Inc.",Other,2477,Business,Clothing,Name,2018,"1,000-9,999",0
9748,9/7/2017 0:00,11/3/2017 0:00,Cyberattack,2017-09-07T00:00:00,2017-09-07T00:00:00,"Tween Brands, Inc.",Other,2477,Business,Clothing,Social Security Number,2018,"1,000-9,999",0
9750,9/20/2017 0:00,11/15/2017 0:00,Theft or Mistake,2017-09-20T00:00:00,2017-09-20T00:00:00,Western State Hospital,,515,Health,,Name,2018,500-999,0
9750,9/20/2017 0:00,11/15/2017 0:00,Theft or Mistake,2017-09-20T00:00:00,2017-09-20T00:00:00,Western State Hospital,,515,Health,,Medical Information,2018,500-999,0
9752,11/15/2016 0:00,11/21/2017 0:00,Cyberattack,2016-10-13T00:00:00,2016-11-15T00:00:00,"Uber Technologies, Inc.",,10888,Business,Transportation,Name,2018,"10,000-49,999",Jan-99
9752,11/15/2016 0:00,11/21/2017 0:00,Cyberattack,2016-10-13T00:00:00,2016-11-15T00:00:00,"Uber Technologies, Inc.",,10888,Business,Transportation,Driver's License or Washington ID Card Number,2018,"10,000-49,999",Jan-99
9753,,11/27/2017 0:00,Cyberattack,2016-10-26T00:00:00,2017-10-19T00:00:00,"Bulletproof 360, Inc.",Malware,4077,Business,Consumable,Name,2018,"1,000-9,999",Unknown
9753,,11/27/2017 0:00,Cyberattack,2016-10-26T00:00:00,2017-10-19T00:00:00,"Bulletproof 360, Inc.",Malware,4077,Business,Consumable,Financial & Banking Information,2018,"1,000-9,999",Unknown
9753,,11/27/2017 0:00,Cyberattack,2016-10-26T00:00:00,2017-10-19T00:00:00,"Bulletproof 360, Inc.",Malware,4077,Business,Consumable,Other,2018,"1,000-9,999",Unknown
9754,9/6/2017 0:00,12/1/2017 0:00,Unauthorized Access,2016-06-15T00:00:00,2017-11-06T00:00:00,JAM Paper & Envelope,,590,Business,Manufacturing,Name,2018,500-999,500+
9754,9/6/2017 0:00,12/1/2017 0:00,Unauthorized Access,2016-06-15T00:00:00,2017-11-06T00:00:00,JAM Paper & Envelope,,590,Business,Manufacturing,Financial & Banking Information,2018,500-999,500+
9754,9/6/2017 0:00,12/1/2017 0:00,Unauthorized Access,2016-06-15T00:00:00,2017-11-06T00:00:00,JAM Paper & Envelope,,590,Business,Manufacturing,Other,2018,500-999,500+
9755,10/6/2017 0:00,12/11/2017 0:00,Cyberattack,2015-07-01T00:00:00,2017-10-06T00:00:00,"Combat Brands, LLC",Malware,956,Business,Fitness,Name,2018,500-999,500+
9755,10/6/2017 0:00,12/11/2017 0:00,Cyberattack,2015-07-01T00:00:00,2017-10-06T00:00:00,"Combat Brands, LLC",Malware,956,Business,Fitness,Financial & Banking Information,2018,500-999,500+
9756,12/11/2017 0:00,12/22/2017 0:00,Unauthorized Access,2017-04-25T00:00:00,,"LiveGlam, Inc.",,600,Business,Cosmetic,Name,2018,500-999,Unknown
9756,12/11/2017 0:00,12/22/2017 0:00,Unauthorized Access,2017-04-25T00:00:00,,"LiveGlam, Inc.",,600,Business,Cosmetic,Financial & Banking Information,2018,500-999,Unknown
9756,12/11/2017 0:00,12/22/2017 0:00,Unauthorized Access,2017-04-25T00:00:00,,"LiveGlam, Inc.",,600,Business,Cosmetic,Other,2018,500-999,Unknown
9757,11/10/2017 0:00,12/22/2017 0:00,Unauthorized Access,,,"TIO Networks USA, Inc.",,1962,Finance,,Name,2018,"1,000-9,999",Unknown
9757,11/10/2017 0:00,12/22/2017 0:00,Unauthorized Access,,,"TIO Networks USA, Inc.",,1962,Finance,,Social Security Number,2018,"1,000-9,999",Unknown
9757,11/10/2017 0:00,12/22/2017 0:00,Unauthorized Access,,,"TIO Networks USA, Inc.",,1962,Finance,,Driver's License or Washington ID Card Number,2018,"1,000-9,999",Unknown
9757,11/10/2017 0:00,12/22/2017 0:00,Unauthorized Access,,,"TIO Networks USA, Inc.",,1962,Finance,,Financial & Banking Information,2018,"1,000-9,999",Unknown
9757,11/10/2017 0:00,12/22/2017 0:00,Unauthorized Access,,,"TIO Networks USA, Inc.",,1962,Finance,,Username and Password/Security Question Answers,2018,"1,000-9,999",Unknown
9757,11/10/2017 0:00,12/22/2017 0:00,Unauthorized Access,,,"TIO Networks USA, Inc.",,1962,Finance,,Other,2018,"1,000-9,999",Unknown
9759,12/5/2017 0:00,1/2/2018 0:00,Unauthorized Access,2017-12-02T00:00:00,2017-12-02T00:00:00,Multnomah Athletic Club,,661,Business,Fitness,Name,2018,500-999,Jan-99
9759,12/5/2017 0:00,1/2/2018 0:00,Unauthorized Access,2017-12-02T00:00:00,2017-12-02T00:00:00,Multnomah Athletic Club,,661,Business,Fitness,Social Security Number,2018,500-999,Jan-99
9759,12/5/2017 0:00,1/2/2018 0:00,Unauthorized Access,2017-12-02T00:00:00,2017-12-02T00:00:00,Multnomah Athletic Club,,661,Business,Fitness,Driver's License or Washington ID Card Number,2018,500-999,Jan-99
9759,12/5/2017 0:00,1/2/2018 0:00,Unauthorized Access,2017-12-02T00:00:00,2017-12-02T00:00:00,Multnomah Athletic Club,,661,Business,Fitness,Financial & Banking Information,2018,500-999,Jan-99
9759,12/5/2017 0:00,1/2/2018 0:00,Unauthorized Access,2017-12-02T00:00:00,2017-12-02T00:00:00,Multnomah Athletic Club,,661,Business,Fitness,Passport Number,2018,500-999,Jan-99
9759,12/5/2017 0:00,1/2/2018 0:00,Unauthorized Access,2017-12-02T00:00:00,2017-12-02T00:00:00,Multnomah Athletic Club,,661,Business,Fitness,Other,2018,500-999,Jan-99
9760,11/29/2017 0:00,1/10/2018 0:00,Unauthorized Access,,,"talentReef, Inc.",,604,Business,Human Resources,Name,2018,500-999,Unknown
9760,11/29/2017 0:00,1/10/2018 0:00,Unauthorized Access,,,"talentReef, Inc.",,604,Business,Human Resources,Social Security Number,2018,500-999,Unknown
9760,11/29/2017 0:00,1/10/2018 0:00,Unauthorized Access,,,"talentReef, Inc.",,604,Business,Human Resources,Driver's License or Washington ID Card Number,2018,500-999,Unknown
9760,11/29/2017 0:00,1/10/2018 0:00,Unauthorized Access,,,"talentReef, Inc.",,604,Business,Human Resources,Financial & Banking Information,2018,500-999,Unknown
9760,11/29/2017 0:00,1/10/2018 0:00,Unauthorized Access,,,"talentReef, Inc.",,604,Business,Human Resources,Other,2018,500-999,Unknown
9761,12/22/2017 0:00,1/11/2018 0:00,Cyberattack,2017-06-08T00:00:00,2017-12-22T00:00:00,"Deli Management, Inc. (Jason's Deli)",Malware,,Business,Hospitality,Name,2018,Unknown,100-199
9761,12/22/2017 0:00,1/11/2018 0:00,Cyberattack,2017-06-08T00:00:00,2017-12-22T00:00:00,"Deli Management, Inc. (Jason's Deli)",Malware,,Business,Hospitality,Financial & Banking Information,2018,Unknown,100-199
9762,9/13/2017 0:00,1/12/2018 0:00,Cyberattack,2017-06-09T00:00:00,2017-10-02T00:00:00,"Guarenteed Rate, Inc.",Phishing,2545,Finance,,Name,2018,"1,000-9,999",100-199
9762,9/13/2017 0:00,1/12/2018 0:00,Cyberattack,2017-06-09T00:00:00,2017-10-02T00:00:00,"Guarenteed Rate, Inc.",Phishing,2545,Finance,,Social Security Number,2018,"1,000-9,999",100-199
9762,9/13/2017 0:00,1/12/2018 0:00,Cyberattack,2017-06-09T00:00:00,2017-10-02T00:00:00,"Guarenteed Rate, Inc.",Phishing,2545,Finance,,Financial & Banking Information,2018,"1,000-9,999",100-199
9764,11/30/2017 0:00,1/25/2018 0:00,Theft or Mistake,2017-11-30T00:00:00,2017-11-30T00:00:00,Zachary E. Adkins DDS,,,Health,,Name,2018,Unknown,0
9764,11/30/2017 0:00,1/25/2018 0:00,Theft or Mistake,2017-11-30T00:00:00,2017-11-30T00:00:00,Zachary E. Adkins DDS,,,Health,,Social Security Number,2018,Unknown,0
9764,11/30/2017 0:00,1/25/2018 0:00,Theft or Mistake,2017-11-30T00:00:00,2017-11-30T00:00:00,Zachary E. Adkins DDS,,,Health,,Medical Information,2018,Unknown,0
9764,11/30/2017 0:00,1/25/2018 0:00,Theft or Mistake,2017-11-30T00:00:00,2017-11-30T00:00:00,Zachary E. Adkins DDS,,,Health,,Other,2018,Unknown,0
9765,1/31/2018 0:00,2/1/2018 0:00,Cyberattack,2018-01-30T00:00:00,2018-01-30T00:00:00,North Beach School District,Phishing,,Education,,Name,2018,Unknown,Jan-99
9765,1/31/2018 0:00,2/1/2018 0:00,Cyberattack,2018-01-30T00:00:00,2018-01-30T00:00:00,North Beach School District,Phishing,,Education,,Social Security Number,2018,Unknown,Jan-99
9765,1/31/2018 0:00,2/1/2018 0:00,Cyberattack,2018-01-30T00:00:00,2018-01-30T00:00:00,North Beach School District,Phishing,,Education,,Other,2018,Unknown,Jan-99
9766,12/22/2017 0:00,2/5/2018 0:00,Theft or Mistake,2017-12-22T00:00:00,2017-12-22T00:00:00,"PAR Electrical Contractors, Inc.",,768,Business,Construction,Name,2018,500-999,0
9766,12/22/2017 0:00,2/5/2018 0:00,Theft or Mistake,2017-12-22T00:00:00,2017-12-22T00:00:00,"PAR Electrical Contractors, Inc.",,768,Business,Construction,Social Security Number,2018,500-999,0
9766,12/22/2017 0:00,2/5/2018 0:00,Theft or Mistake,2017-12-22T00:00:00,2017-12-22T00:00:00,"PAR Electrical Contractors, Inc.",,768,Business,Construction,Driver's License or Washington ID Card Number,2018,500-999,0
9766,12/22/2017 0:00,2/5/2018 0:00,Theft or Mistake,2017-12-22T00:00:00,2017-12-22T00:00:00,"PAR Electrical Contractors, Inc.",,768,Business,Construction,Financial & Banking Information,2018,500-999,0
9766,12/22/2017 0:00,2/5/2018 0:00,Theft or Mistake,2017-12-22T00:00:00,2017-12-22T00:00:00,"PAR Electrical Contractors, Inc.",,768,Business,Construction,Passport Number,2018,500-999,0
9766,12/22/2017 0:00,2/5/2018 0:00,Theft or Mistake,2017-12-22T00:00:00,2017-12-22T00:00:00,"PAR Electrical Contractors, Inc.",,768,Business,Construction,Medical Information,2018,500-999,0
9766,12/22/2017 0:00,2/5/2018 0:00,Theft or Mistake,2017-12-22T00:00:00,2017-12-22T00:00:00,"PAR Electrical Contractors, Inc.",,768,Business,Construction,Other,2018,500-999,0
10614,12/14/2018 0:00,2/14/2019 0:00,Cyberattack,2018-02-02T00:00:00,2018-11-20T00:00:00,North 40 Outfitters,,2632,Business,Retail,Name,2019,"1,000-9,999",300-399
10614,12/14/2018 0:00,2/14/2019 0:00,Cyberattack,2018-02-02T00:00:00,2018-11-20T00:00:00,North 40 Outfitters,,2632,Business,Retail,Financial & Banking Information,2019,"1,000-9,999",300-399
10614,12/14/2018 0:00,2/14/2019 0:00,Cyberattack,2018-02-02T00:00:00,2018-11-20T00:00:00,North 40 Outfitters,,2632,Business,Retail,Username and Password/Security Question Answers,2019,"1,000-9,999",300-399
9767,1/10/2018 0:00,2/23/2018 0:00,Unauthorized Access,2017-01-20T00:00:00,2018-01-29T00:00:00,North 40 Outfitters,,2671,Business,Retail,Name,2018,"1,000-9,999",300-399
9767,1/10/2018 0:00,2/23/2018 0:00,Unauthorized Access,2017-01-20T00:00:00,2018-01-29T00:00:00,North 40 Outfitters,,2671,Business,Retail,Financial & Banking Information,2018,"1,000-9,999",300-399
9767,1/10/2018 0:00,2/23/2018 0:00,Unauthorized Access,2017-01-20T00:00:00,2018-01-29T00:00:00,North 40 Outfitters,,2671,Business,Retail,Username and Password/Security Question Answers,2018,"1,000-9,999",300-399
9768,11/2/2017 0:00,2/27/2018 0:00,Unauthorized Access,2017-08-14T00:00:00,2017-08-18T00:00:00,FastHealth Corporation,,2876,Health,,Name,2018,"1,000-9,999",Jan-99
9768,11/2/2017 0:00,2/27/2018 0:00,Unauthorized Access,2017-08-14T00:00:00,2017-08-18T00:00:00,FastHealth Corporation,,2876,Health,,Social Security Number,2018,"1,000-9,999",Jan-99
9768,11/2/2017 0:00,2/27/2018 0:00,Unauthorized Access,2017-08-14T00:00:00,2017-08-18T00:00:00,FastHealth Corporation,,2876,Health,,Driver's License or Washington ID Card Number,2018,"1,000-9,999",Jan-99
9768,11/2/2017 0:00,2/27/2018 0:00,Unauthorized Access,2017-08-14T00:00:00,2017-08-18T00:00:00,FastHealth Corporation,,2876,Health,,Financial & Banking Information,2018,"1,000-9,999",Jan-99
9769,2/14/2018 0:00,3/2/2018 0:00,Cyberattack,2016-06-01T00:00:00,2017-11-30T00:00:00,Preferred Hotels & Resorts,Malware,21687,Business,Hospitality,Name,2018,"10,000-49,999",500+
9769,2/14/2018 0:00,3/2/2018 0:00,Cyberattack,2016-06-01T00:00:00,2017-11-30T00:00:00,Preferred Hotels & Resorts,Malware,21687,Business,Hospitality,Financial & Banking Information,2018,"10,000-49,999",500+
9770,8/1/2017 0:00,3/8/2018 0:00,Cyberattack,,,ABM Industries Incorporated,Phishing,1100,Business,Professional Services,Name,2018,"1,000-9,999",Unknown
9770,8/1/2017 0:00,3/8/2018 0:00,Cyberattack,,,ABM Industries Incorporated,Phishing,1100,Business,Professional Services,Social Security Number,2018,"1,000-9,999",Unknown
9770,8/1/2017 0:00,3/8/2018 0:00,Cyberattack,,,ABM Industries Incorporated,Phishing,1100,Business,Professional Services,Financial & Banking Information,2018,"1,000-9,999",Unknown
9770,8/1/2017 0:00,3/8/2018 0:00,Cyberattack,,,ABM Industries Incorporated,Phishing,1100,Business,Professional Services,Medical Information,2018,"1,000-9,999",Unknown
9770,8/1/2017 0:00,3/8/2018 0:00,Cyberattack,,,ABM Industries Incorporated,Phishing,1100,Business,Professional Services,Other,2018,"1,000-9,999",Unknown
10618,6/14/2018 0:00,3/12/2019 0:00,Cyberattack,2018-01-08T00:00:00,2018-08-07T00:00:00,ABM Industries Incorporated,Phishing,846,Business,Other,Financial & Banking Information,2019,500-999,200-299
10618,6/14/2018 0:00,3/12/2019 0:00,Cyberattack,2018-01-08T00:00:00,2018-08-07T00:00:00,ABM Industries Incorporated,Phishing,846,Business,Other,Medical Information,2019,500-999,200-299
10618,6/14/2018 0:00,3/12/2019 0:00,Cyberattack,2018-01-08T00:00:00,2018-08-07T00:00:00,ABM Industries Incorporated,Phishing,846,Business,Other,Name,2019,500-999,200-299
10618,6/14/2018 0:00,3/12/2019 0:00,Cyberattack,2018-01-08T00:00:00,2018-08-07T00:00:00,ABM Industries Incorporated,Phishing,846,Business,Other,Social Security Number,2019,500-999,200-299
10618,6/14/2018 0:00,3/12/2019 0:00,Cyberattack,2018-01-08T00:00:00,2018-08-07T00:00:00,ABM Industries Incorporated,Phishing,846,Business,Other,Driver's License or Washington ID Card Number,2019,500-999,200-299
9771,2/15/2018 0:00,3/15/2018 0:00,Theft or Mistake,,,"Parker Staffing Services, LLC",,,Business,Human Resources,Name,2018,Unknown,Unknown
9771,2/15/2018 0:00,3/15/2018 0:00,Theft or Mistake,,,"Parker Staffing Services, LLC",,,Business,Human Resources,Social Security Number,2018,Unknown,Unknown
9771,2/15/2018 0:00,3/15/2018 0:00,Theft or Mistake,,,"Parker Staffing Services, LLC",,,Business,Human Resources,Other,2018,Unknown,Unknown
9772,,3/19/2018 0:00,Cyberattack,2017-05-15T00:00:00,2018-01-30T00:00:00,"Bronson Nutritionals, LLC",Malware,774,Business,Consumable,Name,2018,500-999,Unknown
9772,,3/19/2018 0:00,Cyberattack,2017-05-15T00:00:00,2018-01-30T00:00:00,"Bronson Nutritionals, LLC",Malware,774,Business,Consumable,Financial & Banking Information,2018,500-999,Unknown
9772,,3/19/2018 0:00,Cyberattack,2017-05-15T00:00:00,2018-01-30T00:00:00,"Bronson Nutritionals, LLC",Malware,774,Business,Consumable,Other,2018,500-999,Unknown
9773,3/1/2018 0:00,3/20/2018 0:00,Cyberattack,2017-10-01T00:00:00,2017-12-22T00:00:00,Orbitz,,5013,Business,Hospitality,Name,2018,"1,000-9,999",100-199
9773,3/1/2018 0:00,3/20/2018 0:00,Cyberattack,2017-10-01T00:00:00,2017-12-22T00:00:00,Orbitz,,5013,Business,Hospitality,Financial & Banking Information,2018,"1,000-9,999",100-199
9773,3/1/2018 0:00,3/20/2018 0:00,Cyberattack,2017-10-01T00:00:00,2017-12-22T00:00:00,Orbitz,,5013,Business,Hospitality,Other,2018,"1,000-9,999",100-199
9775,2/25/2018 0:00,3/27/2018 0:00,Cyberattack,2018-02-25T00:00:00,2018-02-25T00:00:00,Manduka,Malware,1634,Business,Fitness,Name,2018,"1,000-9,999",0
9775,2/25/2018 0:00,3/27/2018 0:00,Cyberattack,2018-02-25T00:00:00,2018-02-25T00:00:00,Manduka,Malware,1634,Business,Fitness,Financial & Banking Information,2018,"1,000-9,999",0
10172,10/8/2020 0:00,7/23/2021 0:00,Cyberattack,2018-04-05T00:00:00,2021-03-27T00:00:00,Savory Spice,Malware,2785,Business,Retail,Name,2021,"1,000-9,999",500+
10172,10/8/2020 0:00,7/23/2021 0:00,Cyberattack,2018-04-05T00:00:00,2021-03-27T00:00:00,Savory Spice,Malware,2785,Business,Retail,Financial & Banking Information,2021,"1,000-9,999",500+
10174,3/10/2021 0:00,5/3/2021 0:00,Cyberattack,2020-12-01T00:00:00,2021-03-08T00:00:00,"Divvy Up, Inc.",Malware,1012,Business,Retail,Name,2021,"1,000-9,999",Jan-99
10174,3/10/2021 0:00,5/3/2021 0:00,Cyberattack,2020-12-01T00:00:00,2021-03-08T00:00:00,"Divvy Up, Inc.",Malware,1012,Business,Retail,Financial & Banking Information,2021,"1,000-9,999",Jan-99
10455,3/10/2021 0:00,5/3/2021 0:00,Cyberattack,2020-12-01T00:00:00,2021-03-08T00:00:00,"Divvy Up, Inc.",Malware,1137,Business,Software,Name,2021,"1,000-9,999",Jan-99
10455,3/10/2021 0:00,5/3/2021 0:00,Cyberattack,2020-12-01T00:00:00,2021-03-08T00:00:00,"Divvy Up, Inc.",Malware,1137,Business,Software,Financial & Banking Information,2021,"1,000-9,999",Jan-99
10455,3/10/2021 0:00,5/3/2021 0:00,Cyberattack,2020-12-01T00:00:00,2021-03-08T00:00:00,"Divvy Up, Inc.",Malware,1137,Business,Software,Other,2021,"1,000-9,999",Jan-99
10176,8/15/2020 0:00,1/14/2021 0:00,Cyberattack,,,National Western Life Insurance Company,Malware,15556,Finance,,Name,2021,"10,000-49,999",Unknown
10176,8/15/2020 0:00,1/14/2021 0:00,Cyberattack,,,National Western Life Insurance Company,Malware,15556,Finance,,Social Security Number,2021,"10,000-49,999",Unknown
10176,8/15/2020 0:00,1/14/2021 0:00,Cyberattack,,,National Western Life Insurance Company,Malware,15556,Finance,,Financial & Banking Information,2021,"10,000-49,999",Unknown
10176,8/15/2020 0:00,1/14/2021 0:00,Cyberattack,,,National Western Life Insurance Company,Malware,15556,Finance,,Full Date of Birth,2021,"10,000-49,999",Unknown
10176,8/15/2020 0:00,1/14/2021 0:00,Cyberattack,,,National Western Life Insurance Company,Malware,15556,Finance,,Other,2021,"10,000-49,999",Unknown
10192,7/16/2020 0:00,9/14/2020 0:00,Cyberattack,2019-09-24T00:00:00,2019-11-14T00:00:00,Baylor Genetics,Phishing,804,Health,,Name,2021,500-999,200-299
10192,7/16/2020 0:00,9/14/2020 0:00,Cyberattack,2019-09-24T00:00:00,2019-11-14T00:00:00,Baylor Genetics,Phishing,804,Health,,Financial & Banking Information,2021,500-999,200-299
10192,7/16/2020 0:00,9/14/2020 0:00,Cyberattack,2019-09-24T00:00:00,2019-11-14T00:00:00,Baylor Genetics,Phishing,804,Health,,Full Date of Birth,2021,500-999,200-299
10192,7/16/2020 0:00,9/14/2020 0:00,Cyberattack,2019-09-24T00:00:00,2019-11-14T00:00:00,Baylor Genetics,Phishing,804,Health,,Medical Information,2021,500-999,200-299
10193,6/29/2020 0:00,12/30/2020 0:00,Cyberattack,2020-06-04T00:00:00,2020-07-10T00:00:00,International Union of Bricklayers and Allied Craftworkers,Phishing,1053,Non-Profit/Charity,,Name,2021,"1,000-9,999",Jan-99
10193,6/29/2020 0:00,12/30/2020 0:00,Cyberattack,2020-06-04T00:00:00,2020-07-10T00:00:00,International Union of Bricklayers and Allied Craftworkers,Phishing,1053,Non-Profit/Charity,,Social Security Number,2021,"1,000-9,999",Jan-99
10193,6/29/2020 0:00,12/30/2020 0:00,Cyberattack,2020-06-04T00:00:00,2020-07-10T00:00:00,International Union of Bricklayers and Allied Craftworkers,Phishing,1053,Non-Profit/Charity,,Financial & Banking Information,2021,"1,000-9,999",Jan-99
10193,6/29/2020 0:00,12/30/2020 0:00,Cyberattack,2020-06-04T00:00:00,2020-07-10T00:00:00,International Union of Bricklayers and Allied Craftworkers,Phishing,1053,Non-Profit/Charity,,Full Date of Birth,2021,"1,000-9,999",Jan-99
10193,6/29/2020 0:00,12/30/2020 0:00,Cyberattack,2020-06-04T00:00:00,2020-07-10T00:00:00,International Union of Bricklayers and Allied Craftworkers,Phishing,1053,Non-Profit/Charity,,Other,2021,"1,000-9,999",Jan-99
10195,9/7/2020 0:00,12/30/2020 0:00,Cyberattack,2018-07-01T00:00:00,,Zoetop Business Co. Ltd.,Unclear/unknown,148785,Business,Clothing,Name,2021,"50,000-999,999",Unknown
10195,9/7/2020 0:00,12/30/2020 0:00,Cyberattack,2018-07-01T00:00:00,,Zoetop Business Co. Ltd.,Unclear/unknown,148785,Business,Clothing,Username and Password/Security Question Answers,2021,"50,000-999,999",Unknown
10195,9/7/2020 0:00,12/30/2020 0:00,Cyberattack,2018-07-01T00:00:00,,Zoetop Business Co. Ltd.,Unclear/unknown,148785,Business,Clothing,Other,2021,"50,000-999,999",Unknown
10199,8/10/2020 0:00,8/24/2020 0:00,Unauthorized Access,,,Arbiter Sports,,16465,Business,Software,Name,2021,"10,000-49,999",Unknown
10199,8/10/2020 0:00,8/24/2020 0:00,Unauthorized Access,,,Arbiter Sports,,16465,Business,Software,Social Security Number,2021,"10,000-49,999",Unknown
10199,8/10/2020 0:00,8/24/2020 0:00,Unauthorized Access,,,Arbiter Sports,,16465,Business,Software,Full Date of Birth,2021,"10,000-49,999",Unknown
10199,8/10/2020 0:00,8/24/2020 0:00,Unauthorized Access,,,Arbiter Sports,,16465,Business,Software,Username and Password/Security Question Answers,2021,"10,000-49,999",Unknown
10199,8/10/2020 0:00,8/24/2020 0:00,Unauthorized Access,,,Arbiter Sports,,16465,Business,Software,Email Address and Password/Security Question Answers,2021,"10,000-49,999",Unknown
10200,6/26/2020 0:00,7/24/2020 0:00,Cyberattack,,,City of Redmond,,2851,Government,,Name,2021,"1,000-9,999",Unknown
10200,6/26/2020 0:00,7/24/2020 0:00,Cyberattack,,,City of Redmond,,2851,Government,,Social Security Number,2021,"1,000-9,999",Unknown
10200,6/26/2020 0:00,7/24/2020 0:00,Cyberattack,,,City of Redmond,,2851,Government,,Driver's License or Washington ID Card Number,2021,"1,000-9,999",Unknown
10200,6/26/2020 0:00,7/24/2020 0:00,Cyberattack,,,City of Redmond,,2851,Government,,Full Date of Birth,2021,"1,000-9,999",Unknown
10200,6/26/2020 0:00,7/24/2020 0:00,Cyberattack,,,City of Redmond,,2851,Government,,Username and Password/Security Question Answers,2021,"1,000-9,999",Unknown
10200,6/26/2020 0:00,7/24/2020 0:00,Cyberattack,,,City of Redmond,,2851,Government,,Email Address and Password/Security Question Answers,2021,"1,000-9,999",Unknown
10200,6/26/2020 0:00,7/24/2020 0:00,Cyberattack,,,City of Redmond,,2851,Government,,Other,2021,"1,000-9,999",Unknown
10201,9/18/2019 0:00,7/24/2020 0:00,Theft or Mistake,2019-09-18T00:00:00,2019-09-18T00:00:00,Entercom Communications Corp.,,2730,Business,Entertainment,Name,2021,"1,000-9,999",0
10201,9/18/2019 0:00,7/24/2020 0:00,Theft or Mistake,2019-09-18T00:00:00,2019-09-18T00:00:00,Entercom Communications Corp.,,2730,Business,Entertainment,Social Security Number,2021,"1,000-9,999",0
10201,9/18/2019 0:00,7/24/2020 0:00,Theft or Mistake,2019-09-18T00:00:00,2019-09-18T00:00:00,Entercom Communications Corp.,,2730,Business,Entertainment,Driver's License or Washington ID Card Number,2021,"1,000-9,999",0
10201,9/18/2019 0:00,7/24/2020 0:00,Theft or Mistake,2019-09-18T00:00:00,2019-09-18T00:00:00,Entercom Communications Corp.,,2730,Business,Entertainment,Financial & Banking Information,2021,"1,000-9,999",0
10201,9/18/2019 0:00,7/24/2020 0:00,Theft or Mistake,2019-09-18T00:00:00,2019-09-18T00:00:00,Entercom Communications Corp.,,2730,Business,Entertainment,Other,2021,"1,000-9,999",0
10202,6/25/2020 0:00,7/24/2020 0:00,Unauthorized Access,2019-07-26T00:00:00,2019-11-18T00:00:00,Ply Gem Residential Solutions,,2841,Business,Home,Name,2021,"1,000-9,999",300-399
10202,6/25/2020 0:00,7/24/2020 0:00,Unauthorized Access,2019-07-26T00:00:00,2019-11-18T00:00:00,Ply Gem Residential Solutions,,2841,Business,Home,Social Security Number,2021,"1,000-9,999",300-399
10202,6/25/2020 0:00,7/24/2020 0:00,Unauthorized Access,2019-07-26T00:00:00,2019-11-18T00:00:00,Ply Gem Residential Solutions,,2841,Business,Home,Driver's License or Washington ID Card Number,2021,"1,000-9,999",300-399
